"";"PROBEID";"ENTREZID";"SYMBOL";"logFC";"AveExpr";"t";"P.Value";"adj.P.Val";"B"
"133";"10476355";"12653";"Chgb";4,91515511483389;8,49766779219394;14,2215189930221;3,54547248433918e-08;9,71091475325353e-07;9,40472709771079
"134";"10360070";"14127";"Fcer1g";-3,16598713411956;8,4998364861649;-14,0512156900718;3,9984104107088e-08;1,07242929759921e-06;9,28003175894625
"135";"10406229";"18548";"Pcsk1";3,85598194764825;7,5987824612719;13,9996309928522;4,14778407243273e-08;1,08922537985447e-06;9,24196534831132
"136";"10409999";"14120";"Fbp2";3,72540673419025;8,14427198569178;13,989104721719;4,17900675697759e-08;1,09173844915446e-06;9,23418051456658
"137";"10489179";"14601";"Ghrh";5,5426199166903;9,60274937509245;13,9614848781039;4,26215763938023e-08;1,10204096501308e-06;9,21372630283874
"138";"10588283";"270192";"Rab6b";3,49777264682041;9,14743518439017;13,874919335923;4,53468019377023e-08;1,13929923807875e-06;9,14935880205562
"139";"10555323";"320452";"P4ha3";-3,08320673458891;8,16236359329364;-13,738967948978;5,00182585845432e-08;1,21831912938776e-06;9,0474649723901
"140";"10461723";"107373";"Fam111a";-3,34777785530564;8,32832946206054;-13,6745152694916;5,2414243806419e-08;1,27054142919214e-06;8,99881114802888
"141";"10603843";"20964";"Syn1";3,22630501439157;7,68563731995622;13,5101118758977;5,9112157808555e-08;1,38624883567783e-06;8,87368048071045
"142";"10387536";"12514";"Cd68";-3,35450489987273;9,48732602349283;-13,4184813953534;6,32462694023237e-08;1,45610817500692e-06;8,80329060588171
"143";"10569008";"12869";"Cox8b";5,7610448444273;9,3997723277346;13,3841649961662;6,48748267303335e-08;1,46681110481767e-06;8,77680822171147
"144";"10595496";"20616";"Snap91";3,46336281072421;8,7074447935476;13,1381284589854;7,79814403829746e-08;1,67638648233421e-06;8,58498260370359
"145";"10381574";"51799";"Rundc3a";3,05217430354748;8,59015687305875;13,1243089221835;7,87988092648172e-08;1,67638648233421e-06;8,57410497268595
"146";"10375019";"18197";"Nsg2";3,24247485588609;8,04350295475365;13,0947948221225;8,05759022578343e-08;1,70699033270589e-06;8,55083671309846
"147";"10512807";"242425";"Gabbr2";3,07581843992054;7,91754568047067;13,0244182188412;8,49922653924647e-08;1,78554584212003e-06;8,49514835406642
"148";"10541614";"17474";"Clec4d";-3,5019800870406;7,40142962024621;-13,0099579793445;8,59319876921919e-08;1,79779702051465e-06;8,48367015890331
"149";"10456237";"20451";"St8sia3";3,71133762343441;7,80586998613908;12,8612690072377;9,62799240796547e-08;1,95838803735063e-06;8,36492692886292
"150";"10533401";"13048";"Cux2";3,78985672667158;7,73795075476477;12,7523838557671;1,04717963368833e-07;2,09519036232403e-06;8,27713240518927
"151";"10534667";"18787";"Serpine1";-3,16889710701462;9,22842563602251;-12,6202628166972;1,16055672658903e-07;2,24735752842046e-06;8,16963525140265
"152";"10472860";"56508";"Rapgef4";3,05745739309767;7,55974261819681;12,5966642973844;1,18218165566044e-07;2,25778784387877e-06;8,15032201107494
"153";"10490665";"20262";"Stmn3";3,62729337626078;8,08762813165239;12,5144565971504;1,26101282606924e-07;2,35495718233506e-06;8,08277271749462
"154";"10384015";"56012";"Pgam2";3,11591184915184;8,53068875741618;12,4439346802799;1,33321387508212e-07;2,439642680682e-06;8,02448902380937
"155";"10385466";"24052";"Sgcd";-3,03349985066452;7,91269877750766;-12,4283433138594;1,34977722278555e-07;2,4480491932679e-06;8,01156111121816
"156";"10361023";"19130";"Prox1";3,82902042933187;7,71423223755497;12,4216807116328;1,35692345122192e-07;2,452189262029e-06;8,00603199060943
"157";"10457929";"19762";"Rit2";4,07518456558254;7,60808678525681;12,1054077178715;1,74857335419037e-07;2,93876895060928e-06;7,7402938010325
"158";"10545041";"58243";"Nap1l5";3,92445600400101;8,38620094014902;12,0179972034358;1,87744382985429e-07;3,08502729810881e-06;7,66570013234766
"159";"10498885";"14800";"Gria2";3,55449915524086;6,35244034530932;12,0173550916506;1,87842796612337e-07;3,08502729810881e-06;7,66515029846633
"160";"10542355";"13730";"Emp1";-3,16939447246596;9,28077982903;-12,0011015659906;1,90352711878405e-07;3,11349573107985e-06;7,65122342636325
"161";"10368495";"72780";"Rspo3";-3,36432153694487;8,98225196383161;-11,9981576080943;1,90811221916635e-07;3,11349573107985e-06;7,64869900618902
"162";"10431051";"64706";"Scube1";3,30664297449562;8,54813224813045;11,9683797384186;1,95517240290414e-07;3,17999330820731e-06;7,62313219393014
"163";"10527732";"320365";"Fry";3,02980566724452;7,70094290532589;11,9445386441554;1,99376184285383e-07;3,18118582647754e-06;7,60261982581903
"164";"10423230";"12565";"Cdh9";3,66923659702349;6,90718722765083;11,8439856397747;2,16589447450476e-07;3,34982820259295e-06;7,51568485109818
"165";"10577996";"210801";"Unc5d";3,51895079165122;8,79035689544509;11,569074114159;2,72482839067267e-07;3,94867137353051e-06;7,27446846913396
"166";"10461622";"69774";"Ms4a6b";-3,19151583781061;7,04877231545044;-11,4959152044271;2,89879935785924e-07;4,16403030265706e-06;7,20938709945276
"167";"10604175";"245386";"Tmem255a";3,08342558577234;8,16876285401505;11,2807382586711;3,4845100825307e-07;4,76775764866345e-06;7,0157480664721
"168";"10426397";"12805";"Cntn1";3,2499084377513;7,54930588544478;11,1842267180354;3,78805897230749e-07;5,05702108289078e-06;6,92780231781738
"169";"10469255";"18761";"Prkcq";4,07732797411625;7,41039567261148;11,1753417190573;3,81741847848758e-07;5,05702108289078e-06;6,91967135195902
"170";"10363224";"12140";"Fabp7";3,95868246797513;8,83548573789337;11,151459567601;3,89756910967109e-07;5,09481222999136e-06;6,8977869477578
"171";"10481627";"16819";"Lcn2";3,34569927430985;8,35574907345346;11,0823088777181;4,14015631486034e-07;5,32517044375659e-06;6,83418099215487
"172";"10366229";"108030";"Lin7a";3,76689292244792;8,01709177515294;11,053663199656;4,24541998226896e-07;5,41909051913926e-06;6,80772726829298
"173";"10545086";"20617";"Snca";3,45971329406628;8,66887679467531;11,001652313344;4,44406541991719e-07;5,61578392160964e-06;6,75953803678416
"174";"10503416";"12307";"Calb1";5,80159779691141;7,41962066187557;10,9716465686856;4,56325073324011e-07;5,69502727648431e-06;6,73164379899772
"175";"10352234";"320404";"Itpkb";3,00817250828541;8,90580758046468;10,8191058334181;5,22545214506404e-07;6,23270636853305e-06;6,58877125628752
"176";"10598359";"20977";"Syp";3,82582099741398;8,59729276665807;10,7638625031141;5,49048477931666e-07;6,45013653451253e-06;6,53658520314712
"177";"10575880";"117148";"Necab2";3,74182243965636;8,18530439976775;10,7350009020604;5,63473658771447e-07;6,53448638223634e-06;6,50922596209583
"178";"10492628";"20713";"Serpini1";3,08952821418158;7,75071842150519;10,4794718042836;7,10762047950286e-07;7,77367081510921e-06;6,26411397837976
"179";"10394240";"18976";"Pomc";4,32216315739488;8,68519438758909;10,4087363081777;7,58590941067738e-07;8,12062744132385e-06;6,1953316218587
"180";"10431711";"239606";"Slc2a13";3,01219688873884;9,71215086833775;10,348272892977;8,02254086138492e-07;8,36687994863992e-06;6,13621232306493
"181";"10474814";"214240";"Disp2";3,41147670203854;7,97732155811205;10,2311058123174;8,94848261461017e-07;9,04173333524338e-06;6,02078666162953
"182";"10536324";"65255";"Asb4";3,21173221772332;8,17936267287095;10,2093889828845;9,13254178761983e-07;9,13616581213873e-06;5,99926638365707
"183";"10458685";"76217";"Jakmip2";3,09949511662883;7,32165259810584;10,1533546795374;9,62674087140271e-07;9,51726028894362e-06;5,9435553074732
"184";"10344973";"14545";"Gdap1";3,01848706512048;7,39807137238746;10,1031544810743;1,00942322777804e-06;9,85211319444639e-06;5,8934182535225
"185";"10453518";"18189";"Nrxn1";3,35751403601797;7,41595726419449;10,0181035061401;1,0943569146231e-06;1,04108444594899e-05;5,80798163797522
"186";"10486201";"100043609";"Gm14207";3,20414921549591;7,02042040766338;9,98910202802272;1,12506918403679e-06;1,06427745326707e-05;5,77870596031546
"187";"10425726";"24050";"Septin3";3,06766534832658;7,98240926594363;9,79983410113798;1,35001899485371e-06;1,19919119309947e-05;5,58584177902231
"188";"10575693";"270097";"Vat1l";3,21155545617616;8,65912896774574;9,64684757438855;1,56764739709298e-06;1,33065289160653e-05;5,427619642144
