"";"GSM671653.CEL";"GSM671654.CEL";"GSM671655.CEL";"GSM671656.CEL";"GSM671657.CEL";"GSM671658.CEL";"GSM671659.CEL";"GSM671660.CEL"
"10363224";10,9061299300745;10,2113149467045;10,5542744000728;11,5875886106719;7,1431733409217;7,10041168560459;7,29260821135123;5,88838477774567
"10363455";9,82109799405262;10,3764162531348;10,5232738044052;10,4516550565017;6,88308277893975;7,18980050003129;6,93114668424528;7,30101405699692
"10364102";10,5369643453953;10,7759974514209;10,603173333195;9,95127720353511;7,43394814698242;7,35846218460067;7,35035992417385;7,5338297451913
"10366229";8,71160681341558;10,1711149589849;10,3646221890699;10,3548089840372;5,83325994834921;6,2361059819;6,04405607911073;6,42115924635598
"10368289";6,90562637694546;7,12013884791135;7,45627238850509;7,99731102725343;10,5075522580932;10,4805461935106;10,7754511420548;10,5633041842936
"10368495";6,63862481604531;6,91059249874662;7,56279532472662;8,08835214191814;10,7293419692788;10,6060147140992;10,7798229858383;10,5424712599999
"10369132";9,1382114237564;9,05537302729051;8,94465230140012;9,65032044103016;6,03251351220054;5,78775482403588;6,31555655883778;6,03723670312934
"10372648";6,47701524591452;9,33258597858967;8,60408707392429;9,51437319680109;12,2409252464173;12,3256865226703;12,1189488762106;12,0787156024505
"10375019";10,3952884366864;9,18263399336419;9,31727711308087;9,76376198765538;6,31888258960695;6,61353647644638;6,32577152310617;6,43087151808293
"10377938";12,0465767352932;12,3256344620437;12,4020222277299;12,1557866033976;7,82946595230771;8,54168464141082;7,87833678999839;8,20043544926083
"10380067";10,4688651639276;9,73868164139342;9,82094850741996;10,0337019428724;6,56397213692913;6,71045600463646;7,1270378430946;6,31579256028792
"10381574";10,8494364195926;10,0040042982311;9,92885158903834;9,68268379246786;7,12673481050177;7,05102618111794;7,1476863111945;6,93083158232582
"10382341";11,5483541952142;11,3164480402662;11,1266673722681;11,1367336645634;6,31819521474607;6,61928017629249;6,35794005757535;6,78380124771612
"10384015";10,7134025251831;9,99471435690998;10,2115038336491;9,43495801222624;7,13212405039256;7,09322653777383;7,00835462905136;6,65722611414332
"10385096";7,22405269298005;8,69927436876952;9,26040279405112;9,276486561644;5,62913244684601;5,81091052431195;5,77963675501862;5,16656912089473
"10385391";10,9655988426711;10,2555773659704;10,1157579357961;10,2209816736684;6,86764163535157;6,85299981694309;6,59818365532138;6,68905052683222
"10385466";6,31667900173014;5,91756894500677;6,18152174800117;7,16802571396352;9,34551357258949;9,33541578701966;9,5817381761686;9,45512727558194
"10386211";10,0932811433647;9,93744195966786;9,58781819666251;9,64164874652875;5,44898002554346;5,62829369966136;5,73382723565257;5,68106972227941
"10387536";7,88630282599769;8,23240858794055;8,12391626909727;6,99766661119034;11,0840193657472;11,0648243189892;11,2181875194715;11,2912826895088
"10390860";8,984873741046;9,75220488436893;9,87228268719693;10,3071835863378;5,12552864150106;5,56393593200292;5,23912205384411;5,4565331903924
"10394240";12,3701630894319;10,3259018679262;10,5929505719478;10,0960883358402;6,68589128695424;6,59033654223379;6,43096260235919;6,3892608040194
"10395428";8,9237414786812;7,65482673233881;7,62072754564183;9,03194908880466;5,11988487034575;5,53162655541048;5,24810664735746;5,19162254394592
"10397645";5,31292314718281;4,96179229740947;4,72019304328716;5,25241616114173;8,02313484480508;7,73122924840964;8,45828469938406;8,31695892825578
"10400926";12,1352057453315;11,545385411365;11,5487670004271;11,840738524463;6,48598655092921;6,47719622382262;6,4024154836848;6,57938959238937
"10403796";11,48551501727;11,0108299065292;10,9106249075669;11,1679052869204;5,38812686864844;5,57489712966556;5,4027878866367;5,59227090813723
"10405047";8,2127885756207;7,09398630880381;7,86768837296292;10,371230013671;11,9673518459528;11,7532862073546;12,2053159985386;12,1527055511147
"10405063";7,23172696421175;6,14942421023062;6,08894351922345;8,94740261723028;11,4674137080524;11,2445253997416;11,743292531315;11,6611244328963
"10406229";8,77954588468175;9,72873252563655;9,46323414540808;10,1355811846577;5,58329705398089;5,47103714879496;5,50214013554564;6,12669161146959
"10408359";9,74059919906734;9,63773450982987;9,83213318897495;9,81215100349727;5,14211276792859;5,54104965743454;5,5368860582211;6,08288931671601
"10409616";11,5217868191202;10,4065111364667;10,4235646709685;10,6295089716833;6,60136268698703;6,66342960442382;6,80078717759355;6,43978644292913
"10409876";5,35483908507491;4,73052566858371;4,59319675224947;5,19339472188117;9,35536126170896;9,0746021198464;9,78933416699886;9,51751140558553
"10409999";10,349344347697;9,75235045239744;9,84669768355519;10,079508927498;5,50813535487855;6,84677704753988;6,35478016980773;6,41658190216047
"10410995";8,7115882853662;9,47239792560604;9,33844482060573;9,62701007320097;5,52603858459387;5,37926302523945;5,21389218933126;4,95805757535549
"10411527";7,77978161880134;12,2608051745512;12,3736125088635;11,5547191575344;6,78809008486878;6,96800903368289;6,80738591447988;6,7788677390834
"10412066";9,78740609633141;9,34688863540614;9,18611235185148;10,0691432017716;4,20180298983405;4,87301723361616;4,67102081248477;4,89253899316624
"10416090";10,4952355401021;8,87350681038181;9,01023911345074;10,3071849576426;6,49819817389481;6,42868712033231;6,21473227509073;6,46846204630822
"10416175";9,3466954983242;9,73843410534907;9,77445940837832;9,92368205311813;5,99914426522319;5,62362466109247;6,38238591682694;5,93861979998944
"10416437";5,32332515270331;7,03015500464476;7,00266335919349;7,53130930168746;10,0709532203534;10,1183074798339;9,94793374093443;9,87653411009769
"10417628";10,3832149021628;9,24265471577098;9,25103615559506;10,1438178327607;4,56700363652974;4,68459630684257;4,81694731764756;5,03017270670233
"10421100";9,91701190975727;10,6315472824305;10,8892892967088;10,9741906877296;6,39727377174205;6,2982060700565;6,39208612618345;6,63437271578543
"10423230";7,82892222222952;8,75182391362541;8,77460010866558;9,61187586012977;4,91862740841731;4,93218548108991;5,2164095782143;5,2230532488348
"10425726";10,3505426373726;8,90086675620481;9,02456851840713;9,78898984844313;6,91639161107028;6,44981341008872;6,23278057881794;6,1953207671444
"10426397";9,11724122566833;9,00250485004609;8,64816866897405;9,92912567259325;6,40340546335387;5,57016072505244;6,17407538870048;5,54976508916973
"10426425";9,15235600463996;8,85986410035569;8,66951051219075;9,15995055346131;5,37540613020916;5,47505110106751;5,49025624787988;5,76149258159818
"10427744";7,2895445437859;7,67552330557795;7,10934098151111;7,67838892944587;10,6435079475605;10,5258626407361;10,6200458327587;10,5452123898243
"10428388";7,92655383947748;7,50833732239281;6,86318193320733;7,05565468778876;10,6606760865864;10,5943672417116;10,7043784030681;10,6389850818031
"10431051";11,0575618434549;9,77407912928656;9,91922355990048;10,0549504088712;6,54223443191231;6,80279448234908;7,21494625357995;7,01926787568922
"10431625";9,68853297067864;10,2236893203682;10,5297594020648;9,96965144399712;5,32689311701998;5,59941252079088;5,90816965509868;5,64864494721263
"10431711";10,1815261244329;11,5869339348486;11,5741476914407;11,5303895001065;8,20494198785541;8,20157477025998;8,14472283450518;8,27297010325275
"10435704";5,67688421800643;5,3217151183211;5,43572632572759;5,90067719515783;8,8763190169583;8,44895027134166;8,92766894587375;8,23887314782294
"10439651";10,6656598796405;10,4066779398937;9,90729884796342;10,9013683691238;6,83918164761618;6,68277876424477;7,11328165955199;6,63826367886359
"10439695";11,2120677518423;10,3560060961087;10,6072341719905;11,1644359440171;7,22095873933281;7,23365764556521;6,72252377597361;6,99007484055038
"10441195";8,77174871837851;8,162783487399;8,27067146409181;8,71869036835246;5,22940580652803;5,39300598326992;5,35982255953644;4,87399651803999
"10446282";5,22692813250225;5,87130344324804;5,54520108674591;6,51613792080734;9,5934726099597;9,764026531953;9,59425686623942;9,56956113061874
"10446965";5,4371766535586;5,00181033637825;5,18733432620617;5,01707164127868;8,77683186917963;8,63242299767007;8,83304795740038;8,75125767931103
"10450325";11,7278080141275;11,3414022371173;11,2196273252937;11,2315314925457;7,72950026292806;7,63464972079258;7,26468313729169;7,81190026600645
"10452316";12,5239999104212;12,1945454386126;11,9664490917108;12,6179153480534;9,02834829945662;8,74772094807908;8,52902312944625;8,66167835150283
"10453518";9,89070247246985;8,57511514133469;8,2610651635292;9,65197435148016;5,57140031390872;5,98456249492343;5,59862387576099;5,79421430014887
"10455942";10,0573162799874;10,5975261959167;10,5343179437647;10,5781153229623;5,50246934176731;5,41599178080567;5,24492985669869;5,56811466389539
"10456237";10,3671420977514;9,30676251617493;9,03105488375498;9,94119569374386;5,46652556941213;6,11030729744639;6,08748047061932;6,13649136020965
"10456353";7,42393190460327;9,81631207971306;10,2751683202819;10,0727469975377;5,46355913390819;6,28535033261919;5,57797247777771;6,3182078906034
"10456363";7,78018527858948;9,09436628863973;8,93603006135473;9,60525086359824;5,50467135298755;5,53522772146437;6,12129873995857;5,70074611027974
"10457929";10,4459621912061;8,86745913215218;9,08461621575238;10,1846787330817;5,25957859745013;5,72574592262869;5,81711259289743;5,47954089688592
"10458685";9,48662238890601;8,0199554218962;8,54491768118851;9,4341051336903;5,7493807158705;5,71227431782947;5,60573421909825;6,02023090636749
"10460947";10,6253114889398;10,1675476105636;10,267934454816;9,57392020299183;5,98795775619034;6,18541701204064;6,11962009254724;6,33673350880435
"10461622";4,91097813972245;6,33896975743182;5,10469230794283;5,45741738108341;8,7949665802315;8,50185891969424;8,49943405011547;8,78186138738176
"10461721";4,89065768903085;5,09611675595717;4,55639767798223;5,88305384067705;9,20581802323321;9,16638424518242;9,13552580061246;9,27156901914886
"10461723";6,42907453140117;6,99574713662384;6,11158845933403;7,08135201027183;9,91711525642688;9,62812257373482;10,3494410446948;10,1141946839969
"10461869";10,0954770875716;10,1477819544973;10,2236981518201;9,63485451663767;6,02110553039806;6,71677774809461;6,88473467868493;6,71431446981957
"10463732";10,6689851534429;9,79555077225482;9,58761038518213;10,5037688692433;5,9134655446537;6,24180295567334;5,80014582087311;6,67711465273794
"10464370";10,8974578715491;10,8508776827354;10,9448509044244;11,4132543446257;5,70815641384461;5,58833764116039;5,7766098474002;6,05761434098112
"10464471";10,1613848268379;9,66189788509576;9,52321822527997;8,99151982461343;5,88971847539397;5,53584291032382;5,6777506459755;5,88524448198206
"10465820";11,8596493818229;10,9190699316504;11,0378415944838;11,3740304894203;6,00132620251114;6,12471763489085;6,76895413097027;6,05971798294726
"10466200";4,91560868899761;5,22642594962963;5,12866237821337;5,62292178112685;10,4736503484802;10,0733271083436;10,5848591203413;10,6864058508254
"10466210";5,29331049453705;5,82451911170405;5,59700485912262;5,15361957710699;8,49969278500987;8,82302609959904;8,88775360138677;8,82078304080135
"10469255";8,17847778252573;9,80282772081099;10,1096038576488;9,70532927769289;5,50284834653744;5,44835601298583;4,97718488115394;5,55853750153619
"10469358";4,97194983542629;5,43687522563484;5,03905999669695;4,80066574077485;10,3855775165791;10,4261130821087;10,471243198694;10,4504574237837
"10469672";9,88623746138883;11,1539323547563;11,2551791426343;11,30062406102;5,52607075634498;5,98345156311734;5,76468826485843;5,71131234576437
"10469816";6,62268453284202;6,89415385421395;6,7004903547895;6,35802766432782;10,9273174392978;10,7744373185459;10,9488794313408;10,6986783992862
"10470175";10,2900438498778;10,2310945652991;10,2549701721066;10,0951526736426;4,43510208094094;4,79492587429184;4,48627595064384;4,32529190628025
"10472860";9,60828754908615;8,57119021457886;8,95755871298817;9,21684878232941;6,07702919383946;6,28630206583274;5,54943964256943;6,21128478435029
"10474700";9,20171605486943;9,80868590118566;9,45217520466523;9,93250342548739;12,8347595111758;12,8671601227576;12,7381115283338;12,6698220306089
"10474814";10,8394197745369;9,34634086777001;9,18042757260594;9,36605142161245;6,21131652147782;6,29113495538737;5,98544314865837;6,59843820284757
"10476355";11,8072219184343;10,1570632855278;10,3080829702539;11,5486132242276;6,09199074265275;6,15640074471206;5,90568834359206;6,00628110815111
"10476512";12,0011735616403;10,801600713789;10,7584462492152;11,8430608175891;6,08634249407588;6,0603194984263;6,31491111126263;5,91013676622162
"10476594";9,71306915382312;8,50294902529309;8,75416086731811;9,59589502178986;6,1076849089564;6,3223325081409;5,42360958600777;4,74280166162645
"10476628";11,7997652889775;12,4990903628737;12,6524462112945;12,4256986899668;8,45454469018367;7,58618087512288;7,95502863160691;8,12955128808681
"10476633";11,8117687558693;11,2177496235127;11,1009338160567;11,0770332579581;6,64577429662261;6,60175041002367;6,06394106789675;6,2519295968016
"10477986";12,2294586886133;12,8086327240702;12,8523735131364;12,5302215679142;8,28672875971334;8,27941708787701;8,19145499270673;8,17760758982224
"10481627";10,2575329335713;10,7448166536492;10,0019385003664;9,11010675484667;6,60628258067385;6,96845896154623;6,74906753071626;6,40778867225779
"10482772";12,6346382912921;12,6862318826674;12,7685361654517;12,6489192537529;8,0008589545937;7,76876277371972;7,8102314044946;8,30147474706429
"10483228";9,6312811570833;8,73813219151443;8,70753327029508;8,79757010756922;4,76719133519407;4,85124094901521;4,96090675771975;4,77066573888978
"10485550";8,92780328046658;9,66501170804901;9,58480497925864;9,66969755066106;5,89555126200567;6,38308241752177;5,98770197815391;6,30328594818125
"10485955";11,488569610754;10,6726824497004;11,1332393835151;11,4645825167912;7,22007492516157;6,78385833927387;6,56408788713065;7,56252011474652
"10486201";9,40577491013487;8,02596104139601;8,08825495140104;8,96998915871343;4,92355024688815;5,32263728908827;5,61596672814424;5,81122893554106
"10489179";10,9672735639388;12,9454115936311;13,0732657046727;12,5102864715078;6,66174597435299;7,16584179887177;6,75965407675596;6,73851581700846
"10489545";10,8963355299682;9,95179542600933;10,481455750251;10,0400574585408;6,54439114541544;6,28334603072893;6,92962837606742;6,44365059886352
"10490665";10,6152678266105;9,61140998683792;9,1944966378711;10,1839248278116;5,99187690800798;6,67384843797968;6,28007052139932;6,15012990670101
"10492628";8,99603872180393;8,90498266294967;8,99610877367649;10,2847999559538;5,89913369763584;6,2562461177637;6,49034289633328;6,17809454592476
"10492689";6,85837845537815;7,0784855396944;7,06234119030653;7,64761336971528;10,2976949007084;10,4144626607711;10,4155968062492;10,2983552766907
"10494271";6,30645285791846;6,74107443962661;6,89939022081149;7,24760590427748;10,9164429830446;11,0119912342234;11,1227030872037;11,2440261236197
"10494372";11,0166545535135;9,7650556974872;9,2444154483087;10,2181267422329;6,7767185591127;5,79432916252623;7,07241276699485;6,65081254172943
"10495186";7,51450497895756;9,34885931352738;10,1535207574804;9,50195097768922;6,10329240048432;5,57565148304375;6,14248305515583;6,41941837375719
"10495675";6,86005662791472;6,33837122573559;6,71442038961514;7,05931923833131;9,78230382028544;9,89539107066683;9,99666847840487;9,74809513133966
"10497713";10,5720868725675;10,8123721907947;10,9535021682745;10,7545172078288;5,83675372478605;6,20119309977914;5,98994967842073;6,40090156204246
"10498337";7,31225815142554;9,54804891649318;9,78991153012513;9,50178679310702;5,47899219254212;5,58196844666846;5,86192995251931;5,80491956344713
"10498885";8,66709876393565;7,61304970454044;7,57386899508063;8,66474222816229;4,92966066873673;4,71918509450025;4,12697168758609;4,52494561993249
"10499189";5,74969269395687;5,19680225605037;5,352440177538;5,42129642426463;10,3272283423894;10,5655612304278;10,3483620394396;10,3720619454705
"10501063";5,28594533202651;6,92058143043221;6,99421434094863;6,69258476053983;9,66702787791087;9,29569667282528;9,91556269589089;9,75474838254256
"10501754";9,56206472294738;10,1705780403239;9,68803505297215;10,1642448022516;5,88657301701068;6,52860296184318;6,24892019703596;6,28391272120211
"10502575";7,53952942039666;9,56837921819837;10,257512571355;9,43847809518201;6,01782325836619;6,13999531186358;6,40728830794597;5,80616237320406
"10502881";9,53734576613211;9,22750586593404;9,56337323792458;10,0231673739997;5,6160898634147;6,30534555889379;6,25827226792144;6,09159606653404
"10503416";8,36764676169974;10,7413256755013;11,00975633965;11,1629494644741;4,58663622883301;4,23494267842077;4,28394380742258;4,9697643390031
"10505489";6,75882121619734;6,5921779673022;6,36962864206796;6,86020652685586;10,0896773784073;9,97868131512808;10,1492106671117;9,99511045497745
"10505614";9,43342859199314;10,5637767351081;10,8992711300145;10,4979260258264;5,88119885938741;6,09625116836414;5,74844245973946;5,97916788464541
"10506274";9,34067576060771;8,85088545669114;8,97456294243498;9,3138481702168;6,32370814488315;5,82924494186332;6,03980184350865;5,90674991930925
"10510260";11,1039487127173;10,6976309687699;10,7286441009917;10,4726698541927;7,26504542299541;6,94972710148677;6,6677383236718;7,28125388994232
"10512807";10,1018122591643;9,19282005430087;8,89738935420495;9,62979793405362;6,32429914382507;6,43536863639133;6,34318998818503;6,41568807364016
"10513514";6,68680441710326;6,6717687057172;8,4002458125774;6,7283980000077;3,97691710014138;4,0055236499903;4,159350081394;4,159350081394
"10514240";9,50852473708068;8,34802100802418;8,82592722020739;9,10338662186797;5,49410531205477;5,51673650654908;5,49624552399698;5,43771501650499
"10515095";9,46294699351414;8,71860262149826;8,66095883069866;9,76489054413623;5,00983552120101;5,186009278826;4,89349085186756;4,96664457269998
"10517508";6,06621629986119;6,23735977641046;6,70288486985798;5,99386537986329;9,29168188509646;9,20186108748349;9,13233530284761;9,59016760351166
"10517513";5,6223559686404;6,02497327386439;5,77835336377669;5,68710826618184;10,0988752245393;10,1101525799689;9,78810612870706;10,1016761645827
"10517517";6,05511555261953;6,43117948649051;6,38624999230992;6,09767740269435;9,49106258161256;9,50810056547219;9,4035639069099;9,53919881941289
"10519497";11,2265385803447;11,2174716894122;11,4189755450858;11,2378913968917;7,64443961193122;7,04384502078322;8,13714872875934;7,66279453466418
"10520527";10,7659622431053;8,94755692563466;8,80390322426844;9,28690163335311;6,41551177290621;6,65089016212908;6,35196078238457;6,32121816759638
"10522208";12,0941452516545;11,170845744219;11,0476513630411;11,4211244780851;8,25022986501176;7,94805871296064;8,20077381790832;8,06658952212982
"10522388";11,2283650254004;11,3120495432826;11,1163848573775;11,1326632348463;5,57397546037848;6,06834583075356;5,47582975884591;5,54603993792673
"10523128";5,35716704506022;5,05541781976908;5,45066549279539;5,26223589852289;8,90202823364615;8,38858699695414;9,77159642781145;9,09298820209213
"10523134";5,14945318328499;5,48973379331487;5,2611374270109;4,96719748888778;8,82286152233105;8,75802631331125;9,55304510184601;8,68064240719203
"10523145";6,44573825400419;5,16221831928476;6,00764611003712;6,32382965418254;10,4685424194562;10,0792371932444;10,4204098783734;10,2323999544737
"10527732";9,97317885639956;8,89259825284638;8,78422438021392;9,21338146633274;5,87139035434682;6,37730824309906;6,18024180115573;6,31521988821292
"10529979";9,64643455056027;10,0547439526506;10,2352162069504;10,576816269496;6,37654838796473;6,10073520131349;6,09111724000427;6,76635943642924
"10531737";10,3984596647927;10,2854603419802;10,2255348665504;10,0649160962449;6,48160195869039;6,44103901324634;7,3322422390877;6,84578613526447
"10531869";11,2487731148669;11,7144168677071;11,7542222165076;11,926736267789;6,08482360731495;5,65337049921585;5,90231055355084;5,99574148927708
"10532180";10,5463489826977;10,0829554175702;9,96818681580387;9,96758372599013;6,73748909623392;6,80376433136395;6,95802890464592;6,62919128863708
"10533401";9,28106136236814;9,46529452356791;9,77207752768103;10,0130830587851;5,05542305302491;6,22738302150852;6,4648032696625;5,62448022151997
"10534667";7,5972830928552;8,39746781527915;7,56935212642434;7,01180529550212;10,8755527639317;10,791198132988;10,7243739925036;10,860371868696
"10536324";8,87868381670866;9,934451733275;9,83558266488556;10,4921969120612;6,41167877255477;6,2901658441496;7,10336827251971;6,48877336681311
"10536334";10,181369390286;9,44461684141286;9,30281528720521;9,50071197847502;5,65647020577177;5,71140798215326;5,36609135162629;5,34900078907188
"10540085";7,89853182100106;7,73924138152753;7,29106085067954;7,85940992052188;11,1359927029041;11,2002892553497;10,9481099051216;10,9404509683646
"10540401";11,1599237813481;11,8426441070157;11,9449618842136;11,9549255131337;5,90182125654697;5,29188913008103;6,00696296836197;5,99191706939455
"10541614";5,11592793977392;5,41957247188191;5,60088572806579;6,46537216718202;9,01199637382129;9,0276201325149;9,05014203314426;9,51992011558558
"10542164";5,42995849776424;5,33390850419587;4,96644937065524;5,059405841221;7,9883728491181;8,19244465477674;8,39388618028402;8,43794807114651
"10542355";6,95844170282306;8,43795358107757;7,81850769417406;7,56942739311342;10,8436203136445;10,8328443495284;10,8690181876616;10,9164254102175
"10544704";7,93336335201722;9,70370579807734;9,6787214051804;8,36886240759185;5,69508619913696;5,5531379529506;5,69619715058761;5,85931376628291
"10545041";11,0426629800843;9,62363534750006;9,75705633348408;10,9703611075297;6,1187957545144;6,653303152385;6,39542417262685;6,5283686730678
"10545086";10,8759915233192;9,8571125441338;9,79459149006219;11,0672382093186;7,46061706582099;6,77801390482692;6,90589916552875;6,61155045439201
"10547227";7,83199349250014;10,4608153952496;10,4020064065835;10,4715572890445;6,39404232225772;6,13062041995722;6,13976757427768;5,94407740456372
"10547657";5,93369123532066;6,61191936684601;6,53606872276263;6,72899015505878;11,3964614194031;11,0528627766152;11,6608216510624;11,7424806488134
"10548940";9,6508079007603;9,63357276839136;9,75429439607732;10,3116593521499;6,01956244878387;6,47282912480387;6,2089986611636;6,30635075359581
"10550400";11,6297599875315;10,6932215923837;10,4414744292371;10,8985659323367;6,59876992567503;7,38490844024152;7,18561662092457;6,64986957363256
"10551883";6,60365010416499;9,71955790633292;9,54691112492155;8,60081055359428;11,8806888042932;11,874134741362;11,7317618209538;11,9918764405828
"10553430";10,3990804026275;9,80523351344208;9,71664385522102;9,90965343572194;5,92957816019957;5,80789782413767;6,31692533682412;6,20468270234033
"10553450";10,8102973797868;9,60656944353999;9,18382690651248;10,1763975306322;5,14941353779657;5,20376802247011;4,87863970685985;5,32014422130158
"10553501";9,87050161105724;8,89714464371431;8,40760681664085;10,1324196738883;6,54786953233629;5,96943040580173;6,01046474728073;5,50494291236069
"10555323";6,26657931359663;6,56299289577393;6,42097749259571;7,23249120203049;9,96863595290905;9,77767144829997;9,69067229189432;9,37888814924905
"10555389";11,0422080046918;11,3140726579564;11,3131574090388;10,898908945986;8,1211912254921;8,19512331111031;7,84798805651479;8,26533501128944
"10555510";10,6512048157179;8,78674891572386;8,95591025404367;9,61853548911291;6,53030858655213;6,38903410900486;6,3488388261234;6,1922190112122
"10558400";8,69512100353675;8,8042817858073;9,00041330180629;8,45401055704381;5,14611461914215;5,33560846484136;5,31445006959017;5,00335348963224
"10560242";5,78631425127869;6,71264188013474;6,29375581043622;6,82815400515284;9,68136721048696;9,68580102923186;9,58599534096355;9,52268529969327
"10560919";12,1301678206626;11,4396219785031;11,2516452545512;11,4406778521583;6,31465105871745;6,44625254412834;6,47210320825828;6,70371470200531
"10561187";8,77265170957132;11,5508450597291;11,5759297774936;11,2615300838067;7,92128132044442;7,96180336667857;7,53930340825925;7,21898836577068
"10563597";13,0268199667552;13,0751376168921;13,0132284611018;12,8489025676348;9,44433824464156;9,36479136347013;9,68967855689299;9,65883446967782
"10565152";10,1478609275745;9,66104873874117;9,7269710646381;10,2935812486213;5,53287853997385;5,55115466026006;6,40051578094574;5,98530530262884
"10569008";12,7895819838173;12,1387408908344;12,2714798212371;11,9213763039041;6,05449910795077;6,09087238566973;5,88426530504029;8,04736282342302
"10569129";10,3469146442717;9,90988366903952;9,59614579855901;9,83819929467867;7,15126133407241;6,85775338458471;6,61335264076298;6,8849692470926
"10569370";12,2844288772067;11,8653252315944;11,7319773920975;11,8242803437558;5,48062076649785;6,59236459740389;5,6499934610346;6,28416964999761
"10571815";10,1161449541892;9,0031017301736;8,46379675324353;10,9054446293821;5,469434551456;5,71079032890281;5,66060287208009;5,54408557613724
"10573979";11,9703409368304;11,5441845241781;11,5674526474941;11,7620073423238;8,26555889762999;8,24038322218384;8,0028760984087;7,9512575184319
"10575693";11,2140611777164;9,65990313947453;9,82631188207402;10,3593505840703;7,39743843237744;6,45087261966967;7,12749193987489;7,23760196670865
"10575880";11,2396833483731;9,54589083478454;9,32485243916426;10,1144358560618;6,28065219735688;6,28671672262552;6,27798537611738;6,41221842365852
"10577641";9,53760278977102;11,7996687488243;11,8731179291395;11,5632324619707;7,57791758818413;6,97100738305328;7,57145940169907;7,30283719335263
"10577996";9,57552478557484;10,7150817351127;10,9978764553484;10,9108461890469;7,02308561603192;6,74644111025924;6,88146000297701;7,47253926920974
"10578264";5,13406222319538;5,49391129526047;5,10733577796109;5,68108142894456;9,28557197992718;9,13389095817073;9,38003584885972;8,5508936917232
"10581605";12,9339280804571;12,3315859329524;11,9595392344547;11,6733904774251;8,10498740706714;8,0830045312838;7,69699054227623;8,27335032531579
"10584024";10,359968693146;10,93294623406;11,1369976055775;11,0466129789219;7,12655273562691;6,89650728027956;6,79803331779337;6,84634897434971
"10585484";9,27616063935358;9,32438339134976;9,39962119528473;9,74573965157395;5,33409256135416;5,5085532579293;5,16096620747676;5,10438656524248
"10588283";11,3758941007586;10,6936118638674;10,4318703946359;11,0839096719395;7,97503615938196;7,35918022909881;7,13000657528941;7,12997248014966
"10588592";9,66990665726683;10,558341471907;10,5320034037167;10,0409904565829;6,06293906776605;6,17993092849474;6,32381468503004;6,43266198379662
"10593233";10,5395829708029;8,04293671356078;8,10525624285781;9,361991347356;5,88389769076353;5,72997520278795;5,83027303040446;5,58878869225155
"10593499";10,0517128668333;9,26186299792807;9,40871302376084;10,1424553608314;6,16577857931439;6,34983202371409;6,5143095648651;6,32263102686539
"10593756";9,73077261485785;10,2637974035903;10,692160302805;10,3232526356315;5,49485753408842;5,80187384528621;5,03374545640271;5,5699522020551
"10593767";9,502184237809;10,3625259029552;9,97010594028944;9,43817570807058;6,58659805768757;6,45468007586645;6,28610292606915;6,38347781074248
